Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
100,110.0,3.0,2.Kat,Boş,0 (Yeni),Klimalı,2550000.0,antalya,4,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
95,110.0,3.0,1.Kat,Boş,5-10,Klimalı,2250000.0,antalya,2,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
100,110.0,3.0,1.Kat,Boş,4,Klimalı,2900000.0,antalya,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1.0
70,75.0,2.0,Yüksek Giriş,Boş,1,Klimalı,1715000.0,antalya,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Bilinmiyor,1.0
70,75.0,2.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,1750000.0,antalya,2,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
150,180.0,5.0,2.Kat,Boş,0 (Yeni),Klimalı,3195000.0,antalya,2,Boş,Bilinmiyor,Var,Bilinmiyor,3.0
220,240.0,5.0,4.Kat,Boş,0 (Yeni),Klimalı,7500000.0,antalya,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
105,115.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,2498000.0,antalya,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
110,120.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,2500000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
90,100.0,3.0,2.Kat,Boş,5-10,Klimalı,2400000.0,antalya,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
120,130.0,4.0,2.Kat,,0 (Yeni),Klimalı,2625000.0,antalya,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
230,245.0,6.0,4.Kat,Boş,11-15,Kombi Doğalgaz,6950000.0,antalya,4,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,2.0
50,60.0,2.0,1.Kat,Boş,0 (Yeni),Yerden Isıtma,4450000.0,antalya,5,Boş,Bilinmiyor,Yok,,1.0
70,75.0,2.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,1700000.0,antalya,2,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
170,180.0,5.0,Yüksek Giriş,Boş,4,Kombi Doğalgaz,2800000.0,antalya,3,Boş,Bilinmiyor,Var,Bilinmiyor,3.0
90,100.0,3.0,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4500000.0,antalya,7,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
55,65.0,2.0,Bahçe Katı,Boş,11-15,Isıtma Yok,1680000.0,antalya,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
140,150.0,4.0,7.Kat,Boş,16-20,Klimalı,4700000.0,antalya,9,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
90,105.0,3.0,1.Kat,Boş,11-15,Isıtma Yok,4475000.0,antalya,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
95,110.0,3.0,2.Kat,Boş,5-10,Isıtma Yok,2850000.0,antalya,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
90,115.0,3.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3700000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
85,90.0,3.0,Yüksek Giriş,Boş,5-10,Klimalı,1845000.0,antalya,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
110,115.0,3.0,5.Kat,Boş,0 (Yeni),Klimalı,3740000.0,antalya,7,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
100,115.0,3.0,4.Kat,Boş,5-10,Klimalı,2439000.0,antalya,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
95,100.0,3.0,1.Kat,Boş,5-10,Klimalı,2400000.0,antalya,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Bilinmiyor,1.0
135,145.0,4.0,1.Kat,Boş,16-20,Klimalı,3050000.0,antalya,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1.0
120,130.0,4.0,Bahçe Katı,Boş,0 (Yeni),Klimalı,2299999.0,antalya,3,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
140,150.0,4.0,4.Kat,Boş,11-15,Klimalı,4500000.0,antalya,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
140,150.0,4.0,2.Kat,Boş,3,Klimalı,3750000.0,antalya,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
130,140.0,4.0,2.Kat,Boş,0 (Yeni),Klimalı,4000000.0,antalya,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2.0
230,240.0,6.0,Bahçe Katı,Boş,0 (Yeni),Yerden Isıtma,6000000.0,antalya,4,Boş,Bilinmiyor,Var,Bilinmiyor,2.0
280,300.0,5.0,,Boş,4,Kombi Doğalgaz,14900000.0,antalya,2,Boş,Bilinmiyor,Var,,3.0
90,110.0,3.0,2.Kat,Boş,5-10,Klimalı,2600000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
180,210.0,6.0,3.Kat,Boş,5-10,Klimalı,3225000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
190,215.0,5.0,2.Kat,Boş,5-10,Klimalı,3150000.0,antalya,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,2.0
125,135.0,4.0,2.Kat,Boş,0 (Yeni),Klimalı,3650000.0,antalya,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
80,85.0,3.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,2100000.0,antalya,2,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
100,110.0,3.0,1.Kat,Boş,3,Klimalı,2450000.0,antalya,3,Boş,Bilinmiyor,Var,Bilinmiyor,1.0
70,80.0,3.0,5.Kat,Boş,3,Klimalı,2900000.0,antalya,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
95,110.0,3.0,4.Kat,Eşyalı,21 Ve Üzeri,Klimalı,2145000.0,antalya,4,Boş,Bilinmiyor,Var,,1.0
200,230.0,6.0,Çatı Dubleks,,4,Klimalı,3800000.0,antalya,3,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,2.0
90,100.0,3.0,Yüksek Giriş,,5-10,Sobalı,1699000.0,antalya,3,Kiracı Oturuyor,Uygun,,Kat İrtifakı,1.0
180,220.0,6.0,Çatı Dubleks,,0 (Yeni),Isıtma Yok,4000000.0,antalya,3,Boş,,,,1.0
85,90.0,3.0,Çatı Katı,Boş,0 (Yeni),Klimalı,2750000.0,antalya,5,Boş,Bilinmiyor,Var,,1.0
120,125.0,3.0,3.Kat,,11-15,Doğalgaz Sobalı,1600000.0,antalya,3,Boş,,,,6.0
90,100.0,3.0,3.Kat,Boş,1,Klimalı,2900000.0,antalya,4,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
125,130.0,4.0,1.Kat,,21 Ve Üzeri,Klimalı,2900000.0,antalya,5,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
60,65.0,2.0,Yüksek Giriş,Boş,5-10,Klimalı,1600000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
40,53.0,2.0,Kot 3 (-3).Kat,Boş,0 (Yeni),Klimalı,1650000.0,antalya,3,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
40,55.0,2.0,2.Kat,Boş,0 (Yeni),Klimalı,1450000.0,antalya,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
100,105.0,3.0,2.Kat,Boş,5-10,Klimalı,6250000.0,antalya,6,Boş,Bilinmiyor,Yok,,1.0
190,210.0,6.0,3.Kat,Boş,0 (Yeni),Klimalı,6950000.0,antalya,3,Boş,Bilinmiyor,Yok,,3.0
100,105.0,3.0,Yüksek Giriş,Boş,5-10,Klimalı,2350000.0,antalya,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
90,100.0,3.0,Yüksek Giriş,Boş,11-15,Klimalı,1980000.0,antalya,3,Boş,Uygun,Var,Kat İrtifakı,1.0
130,135.0,3.0,6.Kat,,11-15,Klimalı,5450000.0,antalya,11,Boş,,Yok,,2.0
140,150.0,4.0,Düz Giriş (Zemin),Boş,11-15,Kombi Doğalgaz,6750000.0,antalya,9,Boş,,Yok,,2.0
95,110.0,3.0,1.Kat,Boş,11-15,Kombi Doğalgaz,6500000.0,antalya,7,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
43,49.0,,3.Kat,Boş,0 (Yeni),Klimalı,4950000.0,antalya,3,Boş,,Var,,1.0
150,160.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,6500000.0,antalya,3,Mülk Sahibi Oturuyor,Uygun,,Kat İrtifakı,2.0
80,90.0,3.0,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,2080000.0,antalya,4,Boş,,Yok,,1.0
100,110.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,3000000.0,antalya,3,Boş,Uygun,,Kat İrtifakı,1.0
165,180.0,4.0,2.Kat,,16-20,Klimalı,4750000.0,antalya,2,Boş,,,Kat İrtifakı,2.0
125,135.0,4.0,1.Kat,,16-20,Kombi Doğalgaz,4600000.0,antalya,9,Boş,,,,1.0
75,85.0,3.0,2.Kat,,21 Ve Üzeri,Klimalı,3950000.0,antalya,2,Mülk Sahibi Oturuyor,,,,1.0
52,57.0,2.0,2.Kat,Boş,0 (Yeni),Klimalı,4440000.0,antalya,9,Boş,Uygun,Var,Kat Mülkiyeti,1.0
125,130.0,4.0,Yüksek Giriş,,5-10,Klimalı,2500000.0,antalya,4,Mülk Sahibi Oturuyor,Uygun,,,1.0
85,90.0,3.0,1.Kat,,0 (Yeni),Klimalı,2200000.0,antalya,3,Boş,,,,1.0
80,90.0,3.0,1.Kat,Boş,2,Klimalı,2150000.0,antalya,2,Mülk Sahibi Oturuyor,,Yok,,1.0
87,105.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,2600000.0,antalya,2,Boş,,Yok,,1.0
100,110.0,3.0,3.Kat,,5-10,Klimalı,1900000.0,antalya,3,Boş,,,,1.0
85,120.0,2.0,Bahçe Katı,,5-10,Yerden Isıtma,4950000.0,antalya,3,Mülk Sahibi Oturuyor,,,,1.0
100,110.0,3.0,2.Kat,Eşyalı,11-15,Klimalı,5115000.0,antalya,4,Boş,Uygun,,Kat Mülkiyeti,2.0
130,135.0,4.0,Yüksek Giriş,Boş,5-10,Klimalı,1930000.0,antalya,5,Boş,,,,1.0
90,110.0,3.0,1.Kat,,21 Ve Üzeri,Klimalı,2500000.0,antalya,2,Mülk Sahibi Oturuyor,,Yok,,1.0
100,110.0,3.0,4.Kat,Eşyalı,5-10,Klimalı,3000000.0,antalya,4,Boş,Uygun,Var,,1.0
240,500.0,6.0,,Eşyalı,5-10,Diğer,28000000.0,antalya,3,Boş,,Var,Kat Mülkiyeti,4.0
110,120.0,3.0,Bahçe Dublex,,0 (Yeni),Klimalı,2650000.0,antalya,4,Boş,,,,2.0
90,95.0,3.0,3.Kat,,5-10,Klimalı,2800000.0,antalya,3,Kiracı Oturuyor,,Var,,1.0
200,220.0,5.0,Çatı Dubleks,,0 (Yeni),Klimalı,4600000.0,antalya,4,Boş,,,,2.0
120,140.0,4.0,4.Kat,,11-15,Klimalı,2750000.0,antalya,9,Mülk Sahibi Oturuyor,,,,1.0
140,150.0,4.0,2.Kat,Boş,1,Isıtma Yok,7000000.0,antalya,4,Boş,Uygun,,,1.0
45,55.0,2.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,2200000.0,antalya,3,Boş,,,,1.0
145,160.0,4.0,3.Kat,Eşyalı,11-15,Kombi Doğalgaz,3850000.0,antalya,3,Mülk Sahibi Oturuyor,Uygun,,,1.0
130,135.0,4.0,1.Kat,,11-15,Kombi Doğalgaz,4600000.0,antalya,9,Boş,,,,1.0
85,95.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,3050000.0,antalya,3,Boş,,,,1.0
55,60.0,2.0,2.Kat,,0 (Yeni),Merkezi (Pay Ölçer),7795000.0,antalya,6,Boş,,,,1.0
45,55.0,2.0,2.Kat,,0 (Yeni),Merkezi (Pay Ölçer),7600000.0,antalya,8,Boş,,,,1.0
75,85.0,2.0,2.Kat,Boş,0 (Yeni),Klimalı,2500000.0,antalya,4,Boş,,Yok,,1.0
80,90.0,3.0,3.Kat,Boş,2,Klimalı,4100000.0,antalya,4,Boş,Uygun,Var,Kat İrtifakı,1.0
115,135.0,4.0,1.Kat,,0 (Yeni),Klimalı,3000000.0,antalya,3,Boş,Uygun,,,1.0
110,120.0,3.0,4.Kat,Boş,21 Ve Üzeri,Klimalı,2500000.0,antalya,4,Kiracı Oturuyor,,Var,,1.0
450,546.0,,,Boş,0 (Yeni),Yerden Isıtma,25000000.0,antalya,3,Boş,,Yok,Kat Mülkiyeti,6.0
175,180.0,4.0,7.Kat,Boş,11-15,Kombi Doğalgaz,3500000.0,antalya,12,Mülk Sahibi Oturuyor,,,,1.0
90,105.0,3.0,1.Kat,,3,Klimalı,2660000.0,antalya,4,Kiracı Oturuyor,,Var,Kat Mülkiyeti,1.0
40,50.0,,3.Kat,,0 (Yeni),Klimalı,1600000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,1.0
180,200.0,4.0,Çatı Dubleks,Eşyalı,11-15,Klimalı,4500000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,2.0
225,250.0,5.0,,,11-15,Klimalı,10710000.0,antalya,3,Boş,,,,3.0
270,280.0,6.0,,Boş,0 (Yeni),Yerden Isıtma,22000000.0,antalya,2,Boş,,Var,Müstakil Tapulu,3.0
150,160.0,4.0,4.Kat,,11-15,Kombi Doğalgaz,5650000.0,antalya,9,Boş,Uygun,Var,Kat İrtifakı,2.0
100,110.0,3.0,Bahçe Dublex,,11-15,Klimalı,5440000.0,antalya,4,Boş,,,,1.0
110,120.0,3.0,1.Kat,Boş,16-20,Klimalı,2730000.0,antalya,5,Kiracı Oturuyor,,Yok,,1.0
260,280.0,6.0,,Boş,0 (Yeni),Yerden Isıtma,13500000.0,antalya,2,Boş,,Var,Müstakil Tapulu,3.0
110,120.0,3.0,3.Kat,Boş,16-20,Klimalı,3240000.0,antalya,5,Kiracı Oturuyor,,Yok,,1.0
350,500.0,6.0,Müstakil,,0 (Yeni),Klimalı,4500000.0,antalya,2,Boş,,,,3.0
80,95.0,3.0,Yüksek Giriş,,5-10,Klimalı,2950000.0,antalya,4,Boş,Uygun,,,1.0
180,200.0,6.0,2.Kat,Boş,5-10,Klimalı,3800000.0,antalya,3,Boş,,,Kat Mülkiyeti,2.0
50,70.0,2.0,2.Kat,,0 (Yeni),Klimalı,3050000.0,antalya,3,Boş,,,,1.0
95,110.0,3.0,Bahçe Dublex,,11-15,Klimalı,6000000.0,antalya,4,Boş,,,,1.0
60,80.0,2.0,3.Kat,,21 Ve Üzeri,Klimalı,2450000.0,antalya,3,Boş,,,,1.0
100,110.0,3.0,,,4,Sobalı,3650000.0,antalya,1,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
98,128.0,4.0,5.Kat,,0 (Yeni),Kombi Doğalgaz,4950000.0,antalya,5,Boş,,Var,Kat İrtifakı,2.0
200,220.0,5.0,5.Kat,Eşyalı,5-10,Klimalı,5200000.0,antalya,5,Boş,,Yok,,2.0
80,90.0,3.0,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,4300000.0,antalya,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
130,135.0,3.0,4.Kat,Eşyalı,5-10,Klimalı,5280000.0,antalya,5,Boş,,Yok,,2.0
130,145.0,4.0,2.Kat,Boş,11-15,Klimalı,2750000.0,antalya,3,Boş,Bilinmiyor,Yok,,1.0
50,55.0,2.0,1.Kat,Eşyalı,5-10,Klimalı,4250000.0,antalya,5,Boş,,Yok,,1.0
100,115.0,3.0,Bahçe Katı,Boş,5-10,Klimalı,5730000.0,antalya,3,Boş,,Yok,,1.0
50,55.0,2.0,1.Kat,Eşyalı,5-10,Klimalı,3900000.0,antalya,5,Boş,,Yok,,1.0
100,110.0,3.0,4.Kat,Boş,11-15,Klimalı,3255000.0,antalya,6,Boş,,Yok,,2.0
165,190.0,4.5,7.Kat,Boş,16-20,Kombi Doğalgaz,18000000.0,antalya,7,Boş,Uygun,Yok,,2.0
50,55.0,2.0,7.Kat,Eşyalı,1,Klimalı,2540000.0,antalya,15,Boş,,Yok,,1.0
55,60.0,2.0,1.Kat,Eşyalı,5-10,Klimalı,3585000.0,antalya,5,Boş,,Yok,,1.0
110,120.0,4.0,5.Kat,Eşyalı,21 Ve Üzeri,Klimalı,7900000.0,antalya,5,Boş,Uygun,Yok,,1.0
120,130.0,3.0,2.Kat,Eşyalı,5-10,Klimalı,5000000.0,antalya,5,Boş,,Yok,,2.0
120,135.0,4.0,7.Kat,Boş,0 (Yeni),Yerden Isıtma,6250000.0,antalya,7,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
135,160.0,5.0,1.Kat,Boş,0 (Yeni),Yerden Isıtma,6250000.0,antalya,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
2,45.0,,2.Kat,,0 (Yeni),Klimalı,6500000.0,antalya,4,Boş,Uygun,,,1.0
60,70.0,2.0,5.Kat,,4,Klimalı,2650000.0,antalya,12,Boş,,,,1.0
130,140.0,4.0,2.Kat,Boş,11-15,Kombi Doğalgaz,4100000.0,antalya,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
100,110.0,3.0,10.Kat,,16-20,Kombi Doğalgaz,2100000.0,antalya,13,Kiracı Oturuyor,Uygun,,Kat İrtifakı,1.0
120,130.0,4.0,Yüksek Giriş,,2,Klimalı,2700000.0,antalya,6,Boş,,,,1.0
95,120.0,3.0,2.Kat,,5-10,Klimalı,3250000.0,antalya,5,Boş,,,,1.0
480,550.0,5.0,,,4,Yerden Isıtma,41000000.0,antalya,3,Mülk Sahibi Oturuyor,,,,2.0
80,90.0,3.0,2.Kat,Boş,0 (Yeni),Isıtma Yok,4250000.0,antalya,4,Boş,,Var,Kat Mülkiyeti,1.0
120,130.0,4.0,5.Kat,,4,Kombi Doğalgaz,4250000.0,antalya,15,Boş,,,Arsa Tapulu,2.0
140,155.0,4.0,2.Kat,,5-10,Klimalı,3750000.0,antalya,6,Kiracı Oturuyor,,,,1.0
80,90.0,3.0,Bahçe Katı,Boş,4,Merkezi (Pay Ölçer),3250000.0,antalya,10,Boş,Uygun,Var,Kat Mülkiyeti,1.0
90,110.0,3.0,5.Kat,,16-20,Klimalı,3250000.0,antalya,5,Boş,,,,1.0
110,120.0,3.0,2.Kat,Boş,21 Ve Üzeri,Klimalı,2650000.0,antalya,5,Boş,,Yok,,1.0
105,130.0,3.0,1.Kat,Boş,11-15,Klimalı,3950000.0,antalya,4,Boş,Uygun,Var,Kat İrtifakı,1.0
90,100.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,2600000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
100,110.0,3.0,1.Kat,,11-15,Klimalı,4915000.0,antalya,4,Boş,,,,2.0
90,100.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,2500000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
100,122.0,3.0,1.Kat,,0 (Yeni),Merkezi Kömür,2700000.0,antalya,3,Boş,Uygun,,,1.0
62,70.0,3.0,1.Kat,,0 (Yeni),Klimalı,12615000.0,antalya,12,Boş,,,,1.0
100,105.0,3.0,Yüksek Giriş,Boş,2,Klimalı,2250000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,1.0
60,65.0,2.0,2.Kat,,4,Klimalı,4425000.0,antalya,4,Boş,,,,1.0
55,65.0,2.0,6.Kat,Boş,1,Klimalı,3000000.0,antalya,13,Boş,Bilinmiyor,Yok,,1.0
75,90.0,2.0,1.Kat,Eşyalı,4,Klimalı,2270000.0,antalya,4,Boş,,Yok,,1.0
120,135.0,4.0,1.Kat,,0 (Yeni),Yerden Isıtma,4950000.0,antalya,5,Boş,,Var,,2.0
75,90.0,3.0,2.Kat,,16-20,Klimalı,8950000.0,antalya,3,Mülk Sahibi Oturuyor,,,,1.0
130,140.0,4.0,4.Kat,Boş,21 Ve Üzeri,Klimalı,2900000.0,antalya,4,Kiracı Oturuyor,,Yok,,1.0
90,105.0,3.0,2.Kat,Boş,0 (Yeni),Klimalı,2400000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
130,160.0,4.0,Bahçe Dublex,Boş,0 (Yeni),Doğalgaz Sobalı,2950000.0,antalya,5,Boş,Uygun,Var,Kat İrtifakı,1.0
90,110.0,3.0,1.Kat,Boş,4,Klimalı,2490000.0,antalya,4,Boş,Uygun,Yok,Kat İrtifakı,1.0
140,150.0,4.0,3.Kat,Boş,0 (Yeni),Klimalı,3100000.0,antalya,3,Boş,,Yok,Kat İrtifakı,2.0
120,130.0,4.0,1.Kat,,0 (Yeni),Klimalı,2950000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,2.0
45,55.0,2.0,Bahçe Katı,,0 (Yeni),Klimalı,2100000.0,antalya,6,Boş,,,,1.0
65,75.0,3.0,Düz Giriş (Zemin),,11-15,Kombi Doğalgaz,4650000.0,antalya,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
80,90.0,3.0,1.Kat,Boş,0 (Yeni),Klimalı,2750000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,2.0
100,110.0,4.5,1.Kat,,11-15,Klimalı,10150000.0,antalya,3,Boş,,,,2.0
75,85.0,3.0,1.Kat,,21 Ve Üzeri,Klimalı,2750000.0,antalya,5,Boş,Uygun,,,1.0
125,135.0,4.0,1.Kat,Boş,0 (Yeni),Klimalı,2750000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,1.0
98,104.0,3.0,1.Kat,Eşyalı,4,Klimalı,4600000.0,antalya,4,Boş,,Yok,,1.0
125,135.0,4.0,1.Kat,Boş,0 (Yeni),Klimalı,3500000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
95,105.0,3.0,4.Kat,Boş,11-15,Kombi Doğalgaz,4200000.0,antalya,4,Kiracı Oturuyor,,Yok,,1.0
85,90.0,3.0,Bahçe Katı,,5-10,Kombi Doğalgaz,3800000.0,antalya,4,Boş,,,,1.0
105,115.0,3.0,Yüksek Giriş,Boş,0 (Yeni),Klimalı,2500000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
85,95.0,3.0,2.Kat,,0 (Yeni),Klimalı,2500000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
115,130.0,4.0,2.Kat,Boş,4,Klimalı,2750000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,1.0
120,135.0,4.0,,,3,Klimalı,3500000.0,antalya,2,Boş,Bilinmiyor,Yok,,1.0
60,70.0,2.0,Bahçe Katı,Boş,16-20,Kombi Doğalgaz,4350000.0,antalya,7,Boş,,Yok,,1.0
105,115.0,3.0,4.Kat,Eşyalı,11-15,Klimalı,3600000.0,antalya,6,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
100,115.0,3.0,7.Kat,,5-10,Klimalı,4300000.0,antalya,11,Boş,,,,2.0
90,100.0,3.0,Bahçe Katı,Boş,5-10,Klimalı,5300000.0,antalya,4,Kiracı Oturuyor,,Yok,,1.0
210,220.0,5.0,5.Kat,Boş,5-10,Klimalı,5000000.0,antalya,6,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
55,65.0,2.0,Yüksek Giriş,Boş,5-10,Klimalı,1599999.0,antalya,4,Boş,Uygun,,,1.0
100,110.0,3.0,1.Kat,,5-10,Klimalı,3500000.0,antalya,5,Kiracı Oturuyor,,,,1.0
60,70.0,2.0,2.Kat,Eşyalı,16-20,Klimalı,2350000.0,antalya,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
78,85.0,3.0,Yüksek Giriş,,3,Klimalı,1650000.0,antalya,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
85,100.0,3.0,3.Kat,,21 Ve Üzeri,Klimalı,2750000.0,antalya,5,Boş,,,,1.0
52,60.0,2.0,5.Kat,,1,Merkezi (Pay Ölçer),2715000.0,antalya,12,Boş,,,,1.0
60,65.0,2.0,Bahçe Katı,Eşyalı,2,Klimalı,3790000.0,antalya,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
60,65.0,2.0,7.Kat,Boş,1,Klimalı,3200000.0,antalya,9,Boş,Uygun,Var,Kat İrtifakı,1.0
80,90.0,2.0,1.Kat,Eşyalı,4,Klimalı,2300000.0,antalya,4,Boş,,,,1.0
100,105.0,3.0,1.Kat,,0 (Yeni),Klimalı,2750000.0,antalya,3,Boş,,,,1.0
95,100.0,3.0,7.Kat,Boş,5-10,Klimalı,3350000.0,antalya,8,Mülk Sahibi Oturuyor,Uygun,,Kat İrtifakı,1.0
75,80.0,3.0,3.Kat,Boş,21 Ve Üzeri,Klimalı,2100000.0,antalya,5,Boş,Uygun,Var,Kat İrtifakı,1.0
200,210.0,5.0,2.Kat,Boş,0 (Yeni),Sobalı,3950000.0,antalya,3,Boş,Bilinmiyor,Yok,,2.0
45,50.0,2.0,1.Kat,Boş,0 (Yeni),Klimalı,3250000.0,antalya,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
200,220.0,5.0,3.Kat,Boş,0 (Yeni),Klimalı,3650000.0,antalya,3,Boş,Uygun,Yok,Kat İrtifakı,2.0
337,340.0,6.0,Villa Tipi,Eşyalı,11-15,Klimalı,9250000.0,antalya,2,Boş,,Var,,2.0
110,120.0,2.0,5.Kat,,0 (Yeni),Klimalı,4000000.0,antalya,6,Boş,,,Kat İrtifakı,2.0
115,125.0,3.0,9.Kat,Boş,11-15,Klimalı,3750000.0,antalya,10,Boş,Uygun,Var,Kat İrtifakı,1.0
160,170.0,4.0,2.Kat,Boş,5-10,Kombi Doğalgaz,12500000.0,antalya,7,Mülk Sahibi Oturuyor,,Yok,,2.0
130,150.0,4.0,2.Kat,Eşyalı,11-15,Klimalı,8600000.0,antalya,2,Boş,Bilinmiyor,Var,,2.0
175,225.0,4.0,,Eşyalı,16-20,Klimalı,12000000.0,antalya,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,2.0
110,120.0,3.0,8.Kat,Eşyalı,5-10,Klimalı,4750000.0,antalya,11,Boş,Uygun,Var,Kat İrtifakı,2.0
110,120.0,3.0,Villa Tipi,,16-20,Klimalı,9666000.0,antalya,2,Boş,,,,2.0
150,160.0,4.0,5.Kat,,3,Klimalı,5650000.0,antalya,7,Mülk Sahibi Oturuyor,,,,2.0
80,95.0,3.0,1.Kat,Boş,5-10,Klimalı,2900000.0,antalya,3,Kiracı Oturuyor,,Yok,,1.0
95,105.0,3.0,1.Kat,,0 (Yeni),Klimalı,3000000.0,antalya,3,Boş,,,,1.0
50,55.0,2.0,3.Kat,,0 (Yeni),Klimalı,2100000.0,antalya,5,Boş,Uygun,Yok,,1.0
50,60.0,2.0,2.Kat,Eşyalı,11-15,Klimalı,3500000.0,antalya,4,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
